elapsed_min,battery_v,battery_min_v,battery_max_v,coral_fault
73.95,3.872,3.833,3.891,0
73.98333,3.878,3.852,3.894,0
74.01667,3.8795,3.856,3.894,0
74.05,3.878,3.856,3.891,0
74.08333,3.878,3.868,3.888,0
74.11667,3.878,3.83,3.884,0
74.15,3.878,3.859,3.894,0
74.18333,3.881,3.862,3.894,0
74.21667,3.884,3.862,3.894,0
74.25,3.881,3.868,3.897,0
74.28333,3.878,3.83,3.891,0
74.31667,3.878,3.865,3.891,0
74.35,3.8765,3.862,3.891,0
74.38333,3.878,3.862,3.891,0
74.41667,3.881,3.862,3.891,0
74.45,3.875,3.824,3.894,0
74.48333,3.8795,3.856,3.891,1
74.51667,3.878,3.859,3.9,1
74.55,3.878,3.865,3.897,0
74.58333,3.878,3.865,3.897,0
74.61667,3.872,3.824,3.9,0
74.65,3.8765,3.862,3.894,0
74.68333,3.878,3.859,3.891,0
74.71667,3.878,3.852,3.884,0
74.75,3.878,3.836,3.891,0
74.78333,3.8765,3.82,3.9,0
74.81667,3.881,3.859,3.894,0
74.85,3.878,3.859,3.891,0
74.88333,3.878,3.865,3.891,0
74.91667,3.878,3.859,3.888,0
74.95,3.878,3.82,3.891,0
74.98333,3.878,3.859,3.897,0
75.01667,3.872,3.859,3.891,0
75.05,3.881,3.852,3.891,0
75.08333,3.878,3.862,3.891,0
75.11667,3.875,3.852,3.884,0
75.15,3.878,3.824,3.891,0
75.18333,3.878,3.865,3.884,0
75.21667,3.878,3.865,3.891,0
75.25,3.878,3.859,3.894,0
75.28333,3.875,3.846,3.891,0
75.31667,3.878,3.824,3.891,0
75.35,3.878,3.862,3.9,0
75.38333,3.8765,3.856,3.891,0
75.41667,3.878,3.865,3.894,0
75.45,3.878,3.862,3.894,0
75.48333,3.875,3.827,3.888,0
75.51667,3.878,3.862,3.891,0
75.55,3.878,3.852,3.891,0
75.58333,3.875,3.856,3.884,0
75.61667,3.8765,3.856,3.891,0
75.65,3.8765,3.82,3.891,0
75.68333,3.878,3.859,3.894,0
75.71667,3.875,3.862,3.891,0
75.75,3.878,3.868,3.891,0
75.78333,3.881,3.856,3.897,0
75.81667,3.878,3.833,3.891,0
75.85,3.8765,3.849,3.884,0
75.88333,3.8765,3.849,3.891,0
75.91667,3.875,3.849,3.891,0
75.95,3.878,3.856,3.884,0
75.98333,3.875,3.846,3.891,0
76.01667,3.875,3.856,3.888,0
76.05,3.878,3.862,3.891,0
76.08333,3.8715,3.862,3.888,0
76.11667,3.8765,3.84,3.891,0
76.15,3.878,3.856,3.897,0
76.18333,3.878,3.833,3.891,0
76.21667,3.8765,3.849,3.897,0
76.25,3.8795,3.865,3.891,0
76.28333,3.875,3.862,3.891,0
76.31667,3.878,3.862,3.888,0
76.35,3.878,3.849,3.891,0
76.38333,3.875,3.862,3.888,0
76.41667,3.875,3.852,3.891,0
76.45,3.875,3.862,3.891,0
76.48333,3.875,3.862,3.891,0
76.51667,3.881,3.811,3.894,0
76.55,3.878,3.862,3.891,0
76.58333,3.875,3.856,3.894,0
76.61667,3.878,3.862,3.884,0
76.65,3.8765,3.856,3.891,0
76.68333,3.878,3.84,3.891,0
76.71667,3.8735,3.843,3.888,0
76.75,3.875,3.852,3.878,0
76.78333,3.878,3.862,3.9,0
76.81667,3.881,3.859,3.9,0
76.85,3.875,3.824,3.888,0
76.88333,3.878,3.836,3.891,0
76.91667,3.878,3.862,3.884,0
76.95,3.878,3.862,3.891,0
76.98333,3.875,3.862,3.891,0
77.01667,3.872,3.852,3.891,0
77.05,3.868,3.833,3.888,0
77.08333,3.8795,3.862,3.904,0
77.11667,3.875,3.852,3.891,0
77.15,3.875,3.862,3.891,0
77.18333,3.878,3.862,3.891,0
77.21667,3.875,3.824,3.888,0
77.25,3.875,3.862,3.888,0
77.28333,3.872,3.856,3.881,0
77.31667,3.872,3.856,3.884,0
77.35,3.878,3.856,3.891,0
77.38333,3.878,3.824,3.942,0
77.41667,3.8735,3.849,3.888,0
77.45,3.878,3.862,3.888,0
77.48333,3.878,3.862,3.894,0
77.51667,3.875,3.856,3.897,0
77.55,3.872,3.824,3.891,0
77.58333,3.868,3.862,3.884,0
77.61667,3.878,3.852,3.923,0
77.65,3.878,3.852,3.888,0
77.68333,3.8735,3.852,3.888,0
77.71667,3.8765,3.827,3.891,0
77.75,3.875,3.862,3.878,0
77.78333,3.875,3.862,3.888,0
77.81667,3.872,3.862,3.888,0
77.85,3.8715,3.849,3.894,0
77.88333,3.8735,3.84,3.884,0
77.91667,3.8735,3.84,3.888,0
77.95,3.878,3.852,3.891,0
77.98333,3.875,3.849,3.891,0
78.01667,3.8735,3.852,3.891,0
78.05,3.878,3.862,3.897,0
78.08333,3.872,3.817,3.884,0
78.11667,3.8735,3.862,3.888,0
78.15,3.875,3.852,3.884,0
78.18333,3.878,3.852,3.888,0
78.21667,3.875,3.849,3.888,0
78.25,3.872,3.824,3.891,0
78.28333,3.875,3.852,3.91,0
78.31667,3.878,3.859,3.884,0
78.35,3.878,3.862,3.884,0
78.38333,3.875,3.852,3.884,0
78.41667,3.8635,3.836,3.891,0
78.45,3.87,3.849,3.881,0
78.48333,3.872,3.852,3.891,0
78.51667,3.878,3.849,3.891,0
78.55,3.875,3.862,3.884,0
78.58333,3.8735,3.843,3.881,0
78.61667,3.872,3.856,3.891,0
78.65,3.868,3.856,3.888,0
78.68333,3.872,3.862,3.888,0
78.71667,3.875,3.862,3.881,0
78.75,3.868,3.833,3.888,0
78.78333,3.872,3.859,3.891,0
78.81667,3.875,3.856,3.891,0
78.85,3.872,3.862,3.884,0
78.88333,3.8715,3.856,3.881,0
78.91667,3.872,3.811,3.884,0
78.95,3.8735,3.862,3.884,0
78.98333,3.872,3.862,3.884,0
79.01667,3.872,3.852,3.891,0
79.05,3.87,3.849,3.891,0
79.08333,3.8765,3.849,3.894,0
79.11667,3.865,3.811,3.881,0
79.15,3.872,3.849,3.881,0
79.18333,3.868,3.849,3.888,0
79.21667,3.872,3.856,3.884,0
79.25,3.8765,3.852,3.888,0
79.28333,3.868,3.801,3.884,0
79.31667,3.875,3.836,3.881,0
79.35,3.8765,3.859,3.897,0
79.38333,3.8665,3.843,3.881,0
79.41667,3.875,3.859,3.884,0
79.45,3.875,3.824,3.888,0
79.48333,3.875,3.849,3.888,0
79.51667,3.875,3.865,3.894,0
79.55,3.865,3.843,3.894,0
79.58333,3.8735,3.852,3.888,0
79.61667,3.868,3.833,3.881,0
79.65,3.875,3.852,3.891,0
79.68333,3.872,3.856,3.888,0
79.71667,3.868,3.852,3.881,0
79.75,3.872,3.849,3.878,0
79.78333,3.8735,3.856,3.891,0
79.81667,3.87,3.82,3.891,0
79.85,3.862,3.849,3.884,0
79.88333,3.87,3.846,3.888,0
79.91667,3.875,3.84,3.891,0
79.95,3.875,3.849,3.884,0
79.98333,3.868,3.798,3.881,0
80.01667,3.8735,3.849,3.888,0
80.05,3.872,3.856,3.884,0
80.08333,3.875,3.849,3.891,0
80.11667,3.868,3.852,3.881,0
80.15,3.8715,3.833,3.891,0
80.18333,3.8735,3.852,3.888,0
80.21667,3.872,3.849,3.891,0
80.25,3.87,3.849,3.888,0
80.28333,3.87,3.859,3.891,0
80.31667,3.872,3.827,3.888,0
80.35,3.87,3.849,3.888,0
80.38333,3.875,3.862,3.891,0
80.41667,3.868,3.852,3.881,0
80.45,3.87,3.849,3.891,0
80.48333,3.875,3.817,3.884,0
80.51667,3.872,3.852,3.891,0
80.55,3.872,3.852,3.881,0
80.58333,3.875,3.859,3.891,0
80.61667,3.872,3.862,3.884,0
80.65,3.868,3.849,3.894,0
80.68333,3.862,3.852,3.891,0
80.71667,3.8635,3.843,3.884,0
80.75,3.87,3.398,3.888,0
80.78333,3.875,3.843,3.884,0
80.81667,3.868,3.849,3.888,0
80.85,3.862,3.817,3.891,0
80.88333,3.872,3.856,3.881,0
80.91667,3.868,3.856,3.888,0
80.95,3.872,3.859,3.884,0
80.98333,3.862,3.856,3.881,0
81.01667,3.8685,3.833,3.888,0
81.05,3.868,3.849,3.888,0
81.08333,3.872,3.792,3.888,0
81.11667,3.868,3.849,3.884,0
81.15,3.872,3.856,3.897,0
81.18333,3.868,3.833,3.884,0
81.21667,3.872,3.862,3.888,0
81.25,3.87,3.833,3.888,0
81.28333,3.865,3.849,3.904,0
81.31667,3.878,3.856,3.894,0
81.35,3.8715,3.852,3.884,0
81.38333,3.87,3.827,3.891,0
81.41667,3.868,3.856,3.884,0
81.45,3.872,3.856,3.884,0
81.48333,3.868,3.849,3.884,0
81.51667,3.868,3.856,3.884,0
81.55,3.862,3.814,3.884,0
81.58333,3.872,3.852,3.897,0
81.61667,3.87,3.859,3.888,0
81.65,3.87,3.84,3.891,0
81.68333,3.865,3.846,3.881,0
81.71667,3.868,3.82,3.878,0
81.75,3.872,3.859,3.881,0
81.78333,3.87,3.859,3.888,0
81.81667,3.865,3.849,3.878,0
81.85,3.865,3.846,3.881,0
81.88333,3.87,3.808,3.916,0
81.91667,3.872,3.849,3.891,0
81.95,3.8635,3.843,3.878,0
81.98333,3.868,3.852,3.884,0
82.01667,3.868,3.846,3.888,0
82.05,3.868,3.856,3.881,0
82.08333,3.8665,3.811,3.878,0
82.11667,3.868,3.849,3.9,0
82.15,3.868,3.852,3.891,0
82.18333,3.87,3.808,3.891,0
82.21667,3.862,3.84,3.875,0
82.25,3.868,3.82,3.878,0
82.28333,3.87,3.849,3.878,0
82.31667,3.868,3.856,3.878,0
82.35,3.868,3.849,3.888,0
82.38333,3.872,3.859,3.881,0
82.41667,3.862,3.82,3.878,0
82.45,3.868,3.859,3.884,0
82.48333,3.875,3.852,3.878,0
82.51667,3.8665,3.849,3.878,0
82.55,3.868,3.856,3.884,0
82.58333,3.868,3.84,3.878,0
82.61667,3.868,3.852,3.878,0
82.65,3.868,3.856,3.881,0
82.68333,3.865,3.849,3.878,0
82.71667,3.862,3.84,3.878,0
82.75,3.872,3.804,3.884,0
82.78333,3.872,3.846,3.881,0
82.81667,3.872,3.859,3.884,0
82.85,3.87,3.859,3.881,0
82.88333,3.87,3.849,3.884,0
82.91667,3.865,3.824,3.884,0
82.95,3.865,3.852,3.881,0
82.98333,3.862,3.849,3.878,0
83.01667,3.868,3.849,3.881,0
83.05,3.868,3.846,3.891,0
83.08333,3.862,3.811,3.891,0
83.11667,3.8665,3.852,3.888,0
83.15,3.868,3.852,3.881,0
83.18333,3.865,3.846,3.894,0
83.21667,3.865,3.852,3.878,0
83.25,3.862,3.84,3.888,0
83.28333,3.865,3.84,3.888,0
83.31667,3.865,3.846,3.884,0
83.35,3.8635,3.852,3.884,0
83.38333,3.865,3.849,3.881,0
83.41667,3.8635,3.856,3.888,0
83.45,3.8635,3.833,3.878,0
83.48333,3.868,3.849,3.878,0
83.51667,3.8635,3.833,3.884,0
83.55,3.862,3.843,3.878,0
83.58333,3.872,3.849,3.881,0
83.61667,3.862,3.82,3.888,0
83.65,3.868,3.852,3.884,0
83.68333,3.8665,3.852,3.878,0
83.71667,3.868,3.811,3.878,0
83.75,3.8665,3.859,3.888,0
83.78333,3.865,3.811,3.878,0
83.81667,3.865,3.849,3.878,0
83.85,3.862,3.849,3.894,0
83.88333,3.868,3.846,4.064,0
83.91667,3.865,3.846,3.891,0
83.95,3.862,3.811,3.884,0
83.98333,3.872,3.856,3.884,0
84.01667,3.865,3.846,3.894,0
84.05,3.868,3.856,3.881,0
84.08333,3.862,3.852,3.884,0
84.11667,3.862,3.798,3.878,0
84.15,3.865,3.849,3.891,0
84.18333,3.868,3.846,3.888,0
84.21667,3.865,3.843,3.878,0
84.25,3.8665,3.849,3.881,0
84.28333,3.862,3.817,3.881,0
84.31667,3.868,3.817,3.904,0
84.35,3.859,3.849,3.875,0
84.38333,3.862,3.84,3.881,0
84.41667,3.865,3.84,3.878,0
84.45,3.875,3.852,3.888,0
84.48333,3.862,3.699,3.878,0
84.51667,3.865,3.846,3.875,0
84.55,3.868,3.849,3.884,0
84.58333,3.862,3.852,3.881,0
84.61667,3.8635,3.852,3.881,0
84.65,3.862,3.83,3.878,0
84.68333,3.865,3.849,3.878,0
84.71667,3.8635,3.846,3.878,0
84.75,3.872,3.849,3.884,0
84.78333,3.868,3.84,3.878,0
84.81667,3.862,3.814,3.872,0
84.85,3.865,3.856,3.878,0
84.88333,3.8665,3.856,3.878,0
84.91667,3.8665,3.849,3.884,0
84.95,3.868,3.856,3.884,0
84.98333,3.862,3.833,3.875,0
85.01667,3.862,3.83,3.881,0
85.05,3.8635,3.849,3.888,0
85.08333,3.865,3.852,3.878,0
85.11667,3.865,3.859,3.875,0
85.15,3.8635,3.849,3.878,0
85.18333,3.862,3.808,3.875,0
85.21667,3.862,3.852,3.875,0
85.25,3.862,3.84,3.878,0
85.28333,3.8605,3.849,3.916,0
85.31667,3.862,3.836,3.888,0
85.35,3.8635,3.824,3.891,0
85.38333,3.862,3.836,3.875,0
85.41667,3.862,3.856,3.878,0
85.45,3.862,3.852,3.884,0
85.48333,3.868,3.856,3.891,0
85.51667,3.862,3.827,3.878,0
85.55,3.8575,3.843,3.872,0
85.58333,3.868,3.843,3.878,0
85.61667,3.868,3.843,3.884,0
85.65,3.862,3.849,3.878,0
85.68333,3.862,3.814,3.878,0
85.71667,3.862,3.856,3.878,0
85.75,3.865,3.849,3.878,0
85.78333,3.862,3.84,3.875,0
85.81667,3.8665,3.833,3.878,0
85.85,3.849,3.808,3.881,0
85.88333,3.868,3.849,3.881,0
85.91667,3.875,3.849,3.897,0
85.95,3.862,3.852,3.878,0
85.98333,3.862,3.849,3.878,0
86.01667,3.862,3.801,3.878,0
86.05,3.862,3.817,3.875,0
86.08333,3.862,3.849,3.884,0
86.11667,3.8575,3.836,3.875,0
86.15,3.862,3.84,3.884,0
86.18333,3.872,3.843,3.891,0
86.21667,3.862,3.824,3.878,0
86.25,3.865,3.859,3.878,0
86.28333,3.865,3.846,3.881,0
86.31667,3.8635,3.852,3.878,0
86.35,3.868,3.852,3.878,1
86.38333,3.862,3.824,3.875,1
86.41667,3.8575,3.846,3.884,1
86.45,3.8635,3.84,3.878,1
86.48333,3.8665,3.849,3.884,1
86.51667,3.859,3.849,3.875,0
86.55,3.8665,3.811,3.881,0
86.58333,3.862,3.846,3.878,0
86.61667,3.862,3.849,3.878,0
86.65,3.862,3.846,3.878,0
86.68333,3.862,3.843,3.875,0
86.71667,3.862,3.804,3.875,0
86.75,3.862,3.852,3.884,0
86.78333,3.862,3.849,3.884,0
86.81667,3.862,3.827,3.878,0
86.85,3.862,3.852,3.875,0
86.88333,3.862,3.824,3.875,0
86.91667,3.862,3.846,3.878,0
86.95,3.862,3.836,3.878,0
86.98333,3.856,3.833,3.875,0
87.01667,3.8665,3.833,3.884,0
87.05,3.862,3.84,3.891,0
87.08333,3.865,3.811,3.884,0
87.11667,3.862,3.852,3.878,0
87.15,3.862,3.824,3.875,0
87.18333,3.865,3.849,3.878,0
87.21667,3.862,3.859,3.878,0
87.25,3.8605,3.82,3.868,0
87.28333,3.862,3.849,3.875,0
87.31667,3.865,3.849,3.881,0
87.35,3.862,3.555,3.878,0
87.38333,3.862,3.849,3.875,0
87.41667,3.859,3.824,3.875,0
87.45,3.865,3.849,3.888,0
87.48333,3.862,3.833,3.875,0
87.51667,3.862,3.843,3.878,0
87.55,3.856,3.833,3.872,0
87.58333,3.8605,3.811,3.884,0
87.61667,3.862,3.84,3.878,0
87.65,3.859,3.846,3.875,0
87.68333,3.862,3.849,3.891,0
87.71667,3.862,3.846,3.897,0
87.75,3.862,3.817,3.881,0
87.78333,3.862,3.846,3.875,0
87.81667,3.862,3.843,3.868,0
87.85,3.856,3.843,3.878,0
87.88333,3.862,3.683,3.881,0
87.91667,3.862,3.849,3.875,0
87.95,3.862,3.824,3.872,0
87.98333,3.865,3.846,3.878,0
88.01667,3.87,3.849,3.881,0
88.05,3.862,3.843,3.875,0
88.08333,3.862,3.846,3.884,0
88.11667,3.849,3.811,3.878,0
88.15,3.8665,3.849,3.99,0
88.18333,3.865,3.84,3.884,0
88.21667,3.859,3.849,3.875,0
88.25,3.862,3.849,3.878,0
88.28333,3.862,3.811,3.878,0
88.31667,3.862,3.846,3.875,0
88.35,3.862,3.843,3.878,0
88.38333,3.859,3.84,3.875,0
88.41667,3.8575,3.849,3.872,0
88.45,3.862,3.798,3.881,0
88.48333,3.865,3.849,3.878,0
88.51667,3.865,3.833,3.875,0
88.55,3.862,3.849,3.875,0
88.58333,3.859,3.833,3.875,0
88.61667,3.862,3.804,3.875,0
88.65,3.862,3.814,3.878,0
88.68333,3.852,3.833,3.878,0
88.71667,3.862,3.843,3.878,0
88.75,3.862,3.846,3.878,0
88.78333,3.8575,3.84,3.875,0
88.81667,3.862,3.811,3.868,0
88.85,3.859,3.846,3.868,0
88.88333,3.862,3.843,3.875,0
88.91667,3.862,3.852,3.888,0
88.95,3.8555,3.833,3.868,0
88.98333,3.862,3.824,3.868,0
89.01667,3.862,3.852,3.878,0
89.05,3.8605,3.843,3.878,0
89.08333,3.856,3.843,3.875,0
89.11667,3.862,3.84,3.875,0
89.15,3.862,3.84,3.881,0
89.18333,3.862,3.843,3.875,0
89.21667,3.859,3.824,3.875,0
89.25,3.859,3.833,3.875,0
89.28333,3.862,3.849,3.875,0
89.31667,3.862,3.824,3.875,0
89.35,3.856,3.84,3.878,0
89.38333,3.859,3.849,3.878,0
89.41667,3.8635,3.849,3.875,0
89.45,3.862,3.849,3.878,0
89.48333,3.8605,3.811,3.884,0
89.51667,3.862,3.849,3.875,0
89.55,3.859,3.833,3.875,0
89.58333,3.862,3.836,3.878,0
89.61667,3.862,3.836,3.884,0
89.65,3.856,3.811,3.872,0
89.68333,3.862,3.852,3.875,0
89.71667,3.8605,3.846,3.875,0
89.75,3.862,3.849,3.872,0
89.78333,3.862,3.843,3.868,0
89.81667,3.854,3.833,3.868,0
89.85,3.849,3.804,3.878,0
89.88333,3.862,3.833,3.875,0
89.91667,3.862,3.836,3.878,0
89.95,3.862,3.843,3.872,0
89.98333,3.862,3.843,3.875,0
90.01667,3.8605,3.811,3.875,0
90.05,3.859,3.836,3.878,0
90.08333,3.862,3.846,3.884,0
90.11667,3.852,3.84,3.865,0
90.15,3.862,3.836,3.875,0
90.18333,3.852,3.811,3.878,0
90.21667,3.862,3.843,3.878,0
90.25,3.859,3.846,3.875,0
90.28333,3.859,3.846,3.872,0
90.31667,3.862,3.843,3.875,0
90.35,3.852,3.814,3.868,0
90.38333,3.852,3.846,3.862,0
90.41667,3.8575,3.843,3.875,0
90.45,3.862,3.811,3.878,0
90.48333,3.862,3.824,3.872,0
90.51667,3.8575,3.785,3.868,0
90.55,3.862,3.836,3.875,0
90.58333,3.862,3.849,3.881,0
90.61667,3.856,3.843,3.878,0
90.65,3.862,3.846,3.878,0
90.68333,3.852,3.824,3.862,0
90.71667,3.8605,3.817,3.865,0
90.75,3.852,3.827,3.875,0
90.78333,3.8605,3.817,3.875,0
90.81667,3.8605,3.846,3.872,0
90.85,3.8605,3.804,3.868,0
90.88333,3.859,3.83,3.884,0
90.91667,3.8605,3.849,3.868,0
90.95,3.856,3.849,3.868,0
90.98333,3.856,3.84,3.907,0
91.01667,3.859,3.82,3.872,0
91.05,3.862,3.814,3.875,0
91.08333,3.859,3.843,3.868,0
91.11667,3.856,3.843,3.868,0
91.15,3.852,3.84,3.878,0
91.18333,3.8575,3.84,3.872,0
91.21667,3.862,3.824,3.875,0
91.25,3.8505,3.83,3.868,0
91.28333,3.859,3.814,3.872,0
91.31667,3.862,3.843,3.872,0
91.35,3.862,3.833,3.875,0
91.38333,3.8605,3.824,3.875,0
91.41667,3.859,3.846,3.872,0
91.45,3.862,3.836,3.878,0
91.48333,3.862,3.849,3.872,0
91.51667,3.859,3.849,3.865,0
91.55,3.849,3.788,3.878,0
91.58333,3.862,3.798,3.875,0
91.61667,3.859,3.846,3.872,0
91.65,3.856,3.833,3.875,0
91.68333,3.859,3.84,3.875,0
91.71667,3.859,3.846,3.872,0
91.75,3.859,3.811,3.865,0
91.78333,3.862,3.836,3.878,0
91.81667,3.852,3.836,3.862,0
91.85,3.852,3.836,3.862,0
91.88333,3.8605,3.843,3.875,0
91.91667,3.859,3.811,3.878,0
91.95,3.852,3.84,3.868,0
91.98333,3.859,3.843,3.868,0
92.01667,3.856,3.843,3.868,0
92.05,3.854,3.849,3.875,0
92.08333,3.856,3.83,3.872,0
92.11667,3.849,3.833,3.865,0
92.15,3.849,3.817,3.875,0
92.18333,3.8605,3.84,3.884,0
92.21667,3.852,3.843,3.868,0
92.25,3.8575,3.82,3.872,0
92.28333,3.852,3.84,3.865,0
92.31667,3.859,3.84,3.875,0
92.35,3.856,3.833,3.875,0
92.38333,3.8605,3.84,3.865,0
92.41667,3.862,3.814,3.868,0
92.45,3.8575,3.824,3.872,0
92.48333,3.856,3.84,3.868,0
92.51667,3.859,3.849,3.875,0
92.55,3.862,3.84,3.872,0
92.58333,3.849,3.83,3.881,0
92.61667,3.852,3.808,3.872,0
92.65,3.859,3.833,3.878,1
92.68333,3.862,3.836,3.875,1
92.71667,3.856,3.84,3.872,0
92.75,3.8575,3.843,3.875,0
92.78333,3.859,3.801,3.878,0
92.81667,3.862,3.843,3.884,0
92.85,3.8505,3.846,3.881,0
92.88333,3.852,3.824,3.865,0
92.91667,3.8575,3.824,3.878,0
92.95,3.856,3.801,3.865,0
92.98333,3.856,3.836,3.872,0
93.01667,3.859,3.836,3.872,0
93.05,3.852,3.84,3.878,0
93.08333,3.856,3.843,3.875,0
93.11667,3.8575,3.811,3.868,0
93.15,3.852,3.836,3.878,0
93.18333,3.8505,3.833,3.872,0
93.21667,3.862,3.84,3.875,0
93.25,3.8605,3.836,3.913,0
93.28333,3.852,3.827,3.862,0
93.31667,3.852,3.843,3.878,0
93.35,3.856,3.846,3.868,0
93.38333,3.852,3.843,3.868,0
93.41667,3.859,3.849,3.868,0
93.45,3.849,3.824,3.868,0
93.48333,3.856,3.798,3.872,0
93.51667,3.8605,3.836,3.872,0
93.55,3.859,3.843,3.875,0
93.58333,3.856,3.843,3.862,0
93.61667,3.854,3.836,3.868,0
93.65,3.8505,3.811,3.865,0
93.68333,3.8605,3.843,3.865,0
93.71667,3.8575,3.817,3.872,0
93.75,3.849,3.824,3.868,0
93.78333,3.856,3.833,3.878,0
93.81667,3.849,3.824,3.881,0
93.85,3.852,3.827,3.862,0
93.88333,3.854,3.833,3.868,0
93.91667,3.856,3.836,3.875,0
93.95,3.852,3.843,3.868,0
93.98333,3.854,3.836,3.868,0
94.01667,3.849,3.804,3.875,0
94.05,3.849,3.83,3.875,0
94.08333,3.8575,3.84,3.868,0
94.11667,3.856,3.824,3.878,0
94.15,3.854,3.836,3.872,0
94.18333,3.852,3.798,3.872,0
94.21667,3.852,3.846,3.868,0
94.25,3.854,3.833,3.868,0
94.28333,3.852,3.836,3.875,0
94.31667,3.849,3.833,3.862,0
94.35,3.852,3.824,3.875,0
94.38333,3.859,3.84,3.878,0
94.41667,3.852,3.833,3.865,0
94.45,3.859,3.84,3.865,0
94.48333,3.852,3.833,3.878,0
94.51667,3.849,3.814,3.868,0
94.55,3.856,3.84,3.868,0
94.58333,3.852,3.827,3.872,0
94.61667,3.8475,3.833,3.865,0
94.65,3.859,3.824,3.872,0
94.68333,3.856,3.811,3.881,0
94.71667,3.856,3.843,3.868,0
94.75,3.852,3.833,3.862,0
94.78333,3.854,3.824,3.865,0
94.81667,3.856,3.84,3.865,0
94.85,3.856,3.849,3.865,0
94.88333,3.849,3.798,3.875,0
94.91667,3.8505,3.83,3.865,0
94.95,3.852,3.83,3.862,0
94.98333,3.856,3.83,3.875,0
95.01667,3.856,3.843,3.865,0
95.05,3.856,3.795,3.865,0
95.08333,3.859,3.843,3.875,0
95.11667,3.856,3.833,3.862,0
95.15,3.852,3.84,3.875,0
95.18333,3.849,3.836,3.862,0
95.21667,3.849,3.792,3.872,0
95.25,3.859,3.836,3.868,0
95.28333,3.852,3.82,3.865,0
95.31667,3.852,3.836,3.872,0
95.35,3.852,3.843,3.865,0
95.38333,3.852,3.801,3.878,0
95.41667,3.849,3.836,3.862,0
95.45,3.849,3.827,3.862,0
95.48333,3.852,3.833,3.865,0
95.51667,3.856,3.836,3.868,0
95.55,3.856,3.836,3.872,0
95.58333,3.854,3.811,3.868,0
95.61667,3.856,3.84,3.862,0
95.65,3.852,3.84,3.862,0
95.68333,3.8505,3.833,3.862,0
95.71667,3.854,3.836,3.868,0
95.75,3.8475,3.798,3.862,0
95.78333,3.854,3.833,3.872,0
95.81667,3.854,3.833,3.865,0
95.85,3.8575,3.843,3.865,0
95.88333,3.8505,3.833,3.862,0
95.91667,3.849,3.808,3.872,0
95.95,3.8505,3.833,3.862,0
95.98333,3.8505,3.836,3.862,0
96.01667,3.852,3.84,3.862,0
96.05,3.849,3.836,3.868,0
96.08333,3.856,3.811,3.872,0
96.11667,3.849,3.801,3.872,0
96.15,3.859,3.84,3.868,0
96.18333,3.849,3.83,3.862,0
96.21667,3.852,3.833,3.862,0
96.25,3.852,3.84,3.865,0
96.28333,3.852,3.801,3.862,0
96.31667,3.849,3.836,3.868,0
96.35,3.854,3.83,3.875,0
96.38333,3.852,3.83,3.868,0
96.41667,3.856,3.833,3.862,0
96.45,3.849,3.811,3.865,0
96.48333,3.852,3.833,3.865,0
96.51667,3.8555,3.824,3.865,0
96.55,3.849,3.836,3.862,0
96.58333,3.849,3.836,3.862,0
96.61667,3.849,3.798,3.862,0
96.65,3.852,3.83,3.868,0
96.68333,3.849,3.836,3.878,0
96.71667,3.849,3.843,3.862,0
96.75,3.852,3.846,3.862,0
96.78333,3.849,3.801,3.859,0
96.81667,3.852,3.836,3.865,0
96.85,3.852,3.82,3.865,0
96.88333,3.849,3.824,3.872,0
96.91667,3.849,3.827,3.878,0
96.95,3.849,3.824,3.929,0
96.98333,3.854,3.814,3.875,0
97.01667,3.849,3.833,3.862,0
97.05,3.849,3.833,3.862,0
97.08333,3.849,3.84,3.859,0
97.11667,3.849,3.82,3.859,0
97.15,3.8505,3.84,3.856,0
97.18333,3.843,3.827,3.852,0
97.21667,3.852,3.811,3.868,0
97.25,3.852,3.833,4.348,0
97.28333,3.849,3.833,3.865,0
97.31667,3.849,3.792,3.865,0
97.35,3.8505,3.833,3.862,0
97.38333,3.849,3.833,3.862,0
97.41667,3.852,3.836,3.862,0
97.45,3.8475,3.836,3.865,0
97.48333,3.849,3.798,3.865,0
97.51667,3.856,3.827,3.868,0
97.55,3.856,3.836,3.872,0
97.58333,3.8575,3.84,3.862,0
97.61667,3.849,3.84,3.865,0
97.65,3.849,3.798,3.865,0
97.68333,3.8505,3.833,3.862,0
97.71667,3.852,3.83,3.865,0
97.75,3.849,3.836,3.862,0
97.78333,3.8525,3.827,3.875,0
97.81667,3.849,3.795,3.862,0
97.85,3.849,3.824,3.868,0
97.88333,3.849,3.836,3.862,0
97.91667,3.852,3.833,3.865,0
97.95,3.849,3.827,3.865,0
97.98333,3.849,3.798,3.862,0
98.01667,3.849,3.811,3.856,0
98.05,3.849,3.827,3.862,0
98.08333,3.859,3.836,3.868,0
98.11667,3.849,3.836,3.904,0
98.15,3.852,3.798,3.862,0
98.18333,3.849,3.843,3.862,0
98.21667,3.849,3.83,3.865,0
98.25,3.849,3.833,3.862,0
98.28333,3.849,3.82,3.868,0
98.31667,3.849,3.82,3.884,0
98.35,3.849,3.798,3.868,0
98.38333,3.849,3.827,3.868,0
98.41667,3.846,3.833,3.862,0
98.45,3.849,3.83,3.862,0
98.48333,3.849,3.808,3.865,0
98.51667,3.849,3.795,3.865,0
98.55,3.849,3.833,3.862,0
98.58333,3.8415,3.824,3.859,0
98.61667,3.849,3.827,3.872,0
